ID,Municipality,Project Name,Status,Entity,Region,Project Type
997,Andover,TOWN OF ANDOVER Lighting,Complete,Andover,Northeast,Lighting
998,Andover,TOWN OF ANDOVER Lighting,Complete,Andover,Northeast,Lighting
999,Andover,TOWN OF ANDOVER Lighting,Complete,Andover,Northeast,Lighting
1000,Andover,TOWN OF ANDOVER Lighting,Complete,Andover,Northeast,Lighting
1250,Andover,TOWN OF ANDOVER Lighting,Complete,Andover,Northeast,Lighting
1010,Athol,TOWN OF ATHOL General PA Project,Complete,Athol,Western,Custom PA Efficiency
1006,Athol,TOWN OF ATHOL Lighting,Complete,Athol,Western,Lighting
1007,Athol,TOWN OF ATHOL Lighting,Complete,Athol,Western,Lighting
1008,Athol,TOWN OF ATHOL Lighting,Complete,Athol,Western,Lighting
1009,Athol,TOWN OF ATHOL Lighting,Complete,Athol,Western,Lighting
1033,Auburn,TOWN OF AUBURN Lighting,Complete,Auburn,Central,Lighting
1034,Auburn,TOWN OF AUBURN Lighting,Complete,Auburn,Central,Lighting
1035,Avon,TOWN OF AVON Lighting,Complete,Avon,Southeast,Lighting
3170,Barnstable,Town of Barnstable General PA Project,Complete,Barnstable,Southeast,Custom PA Efficiency
3144,Barnstable,Town of Barnstable General PA Project,Complete,Barnstable,Southeast,Custom PA Efficiency
1044,Barnstable,ToWN OF BARNSTABLE Motors / Drives,Complete,Barnstable,Southeast,Pumps/Motors/Drives
1305,Barnstable,Town of Barnstable Walk-In Cooler Controls,Complete,Barnstable,Southeast,Refrigeration
1074,Barre,TOWN OF BARRE Indoor Lighting,Complete,Barre,Central,Lighting
956,Belchertown,TOWN OF BELCHERTOWN General PA Project,Complete,Belchertown,Western,Custom PA Efficiency
1199,Belchertown,TOWN OF BELCHERTOWN General PA Project,Complete,Belchertown,Western,Custom PA Efficiency
957,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
958,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
1081,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
1082,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
1083,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
1084,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
1085,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
947,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
948,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
949,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
951,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
952,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
953,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
954,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
955,Belchertown,TOWN OF BELCHERTOWN Indoor Lighting,Complete,Belchertown,Western,Lighting
959,Bellingham,TOWN OF BELLINGHAM Indoor Lighting,Complete,Bellingham,Central,Lighting
960,Bellingham,TOWN OF BELLINGHAM Indoor Lighting,Complete,Bellingham,Central,Lighting
961,Bellingham,TOWN OF BELLINGHAM Indoor Lighting,Complete,Bellingham,Central,Lighting
962,Bellingham,TOWN OF BELLINGHAM Indoor Lighting,Complete,Bellingham,Central,Lighting
963,Bellingham,TOWN OF BELLINGHAM Indoor Lighting,Complete,Bellingham,Central,Lighting
965,Berlin,TOWN OF BERLIN Indoor Lighting,Complete,Berlin,Central,Lighting
1090,Billerica,TOWN OF BILLERICA HVAC,Complete,Billerica,Northeast,HVAC
1091,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1092,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1086,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1087,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1088,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1089,Billerica,TOWN OF BILLERICA Indoor Lighting,Complete,Billerica,Northeast,Lighting
1095,Bolton,TOWN OF BOLTON Indoor Lighting,Complete,Bolton,Central,Lighting
3145,Bourne,Town of Bourne General PA Project,Complete,Bourne,Southeast,Custom PA Efficiency
3146,Bourne,Town of Bourne General PA Project,Complete,Bourne,Southeast,Custom PA Efficiency
3147,Bourne,Town of Bourne General PA Project,Complete,Bourne,Southeast,Custom PA Efficiency
1159,Boxford,TOWN OF BOXFORD Motors / Drives,Complete,Boxford,Northeast,Pumps/Motors/Drives
1187,Brimfield,TOWN OF BRIMFIELD Indoor Lighting,Complete,Brimfield,Western,Lighting
1786,Chatham,TOWN OF CHATHAM General PA Project,Complete,Chatham,Southeast,Custom PA Efficiency
3148,Chatham,Town of Chatham General PA Project,Complete,Chatham,Southeast,Custom PA Efficiency
3149,Chatham,Town of Chatham General PA Project,Complete,Chatham,Southeast,Custom PA Efficiency
1780,Chatham,TOWN OF CHATHAM Indoor Lighting,Complete,Chatham,Southeast,Lighting
1862,Chelmsford,TOWN OF CHELMSFORD HVAC,Complete,Chelmsford,Northeast,HVAC
1863,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1864,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1865,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1866,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1867,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1868,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1847,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1848,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1849,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1850,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1851,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1852,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1853,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1854,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1855,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1870,Chelmsford,TOWN OF CHELMSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
1846,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1857,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1858,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1859,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1860,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1861,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1844,Chelmsford,TOWN OF CHELMSFORD Motors / Drives,Complete,Chelmsford,Northeast,Pumps/Motors/Drives
1869,Chelmsford,TOWN OF CHEMLSFORD Indoor Lighting,Complete,Chelmsford,Northeast,Lighting
3315,Chesterfield,Town of Chesterfield General PA Project,Complete,Chesterfield,Western,Custom PA Efficiency
3316,Chesterfield,Town of Chesterfield General PA Project,Complete,Chesterfield,Western,Custom PA Efficiency
3317,Chesterfield,Town of Chesterfield General PA Project,Complete,Chesterfield,Western,Custom PA Efficiency
3318,Chesterfield,Town of Chesterfield General PA Project,Complete,Chesterfield,Western,Custom PA Efficiency
3150,Chilmark,Town of Chilmark General PA Project,Complete,Chilmark,Southeast,Custom PA Efficiency
3151,Chilmark,Town of Chilmark General PA Project,Complete,Chilmark,Southeast,Custom PA Efficiency
3152,Chilmark,Town of Chilmark General PA Project,Complete,Chilmark,Southeast,Custom PA Efficiency
1889,Clarksburg,TOWN OF CLARKSBURG Indoor Lighting,Complete,Clarksburg,Western,Lighting
1891,Clinton,TOWN OF CLINTON Indoor Lighting,Complete,Clinton,Central,Lighting
1895,Colrain,Town of COLRAIN Indoor Lighting,Complete,Colrain,Western,Lighting
3349,Conway,Town of Conway General PA Project,Complete,Conway,Western,Custom PA Efficiency
1899,Cummington,Town of CUMMINGTON Indoor Lighting,Complete,Cummington,Western,Lighting
3350,Deerfield,Town of Deerfield General PA Project,Complete,Deerfield,Western,Custom PA Efficiency
1929,Dennis,Town of DENNIS General PA Project,Complete,Dennis,Southeast,Custom PA Efficiency
1934,Dennis,Town of DENNIS General PA Project,Complete,Dennis,Southeast,Custom PA Efficiency
1938,Dennis,Town of Dennis General PA Project,Complete,Dennis,Southeast,Custom PA Efficiency
3173,Dennis,Town of Dennis General PA Project,Complete,Dennis,Southeast,Custom PA Efficiency
1936,Dennis,Town of DENNIS Indoor Lighting,Complete,Dennis,Southeast,Lighting
1937,Dennis,Town of DENNIS Occupancy Sensors,Complete,Dennis,Southeast,Operations
3178,Dennis,Town of Dennis Vending Miser,Complete,Dennis,Southeast,Operations
1942,Dighton,TOWN OF DIGHTON Indoor Lighting,Complete,Dighton,Southeast,Lighting
1943,Dighton,TOWN OF DIGHTON Indoor Lighting,Complete,Dighton,Southeast,Lighting
1948,Dracut,TOWN OF DRACUT Indoor Lighting,Complete,Dracut,Northeast,Lighting
1949,Dracut,TOWN OF DRACUT Indoor Lighting,Complete,Dracut,Northeast,Lighting
1950,Dracut,TOWN OF DRACUT Indoor Lighting,Complete,Dracut,Northeast,Lighting
1952,Dudley,TOWN OF DUDLEY General PA Project,Complete,Dudley,Central,Custom PA Efficiency
1961,Easton,TOWN OF EASTON Indoor Lighting,Complete,Easton,Southeast,Lighting
1962,Easton,TOWN OF EASTON Indoor Lighting,Complete,Easton,Southeast,Lighting
1963,Easton,TOWN OF EASTON Indoor Lighting,Complete,Easton,Southeast,Lighting
1964,Easton,TOWN OF EASTON Indoor Lighting,Complete,Easton,Southeast,Lighting
1966,Easton,TOWN OF EASTON Indoor Lighting,Complete,Easton,Southeast,Lighting
3155,Edgartown,TOWN OF EDGARTOWN General PA Project,Complete,Edgartown,Southeast,Custom PA Efficiency
1967,Edgartown,TOWN OF EDGARTOWN HVAC,Complete,Edgartown,Southeast,HVAC
1968,Egremont,TOWN OF EGREMONT Indoor Lighting,Complete,Egremont,Western,Lighting
1969,Egremont,TOWN OF EGREMONT Indoor Lighting,Complete,Egremont,Western,Lighting
1970,Egremont,TOWN OF EGREMONT Indoor Lighting,Complete,Egremont,Western,Lighting
1972,Egremont,TOWN OF EGREMONT Indoor Lighting,Complete,Egremont,Western,Lighting
1973,Erving,TOWN OF ERVING Indoor Lighting,Complete,Erving,Western,Lighting
1974,Erving,TOWN OF ERVING Indoor Lighting,Complete,Erving,Western,Lighting
2014,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
3156,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
3157,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
3158,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
3159,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
3153,Falmouth,TOWN OF FALMOUTH General PA Project,Complete,Falmouth,Southeast,Custom PA Efficiency
2005,Falmouth,TOWN OF FALMOUTH Streetlights,Complete,Falmouth,Southeast,Exterior Lighting
2023,Florida,TOWN OF FLORIDA Indoor Lighting,Complete,Florida,Western,Lighting
2028,Foxborough,TOWN OF FOXBORO SCHOOLS Indoor Lighting,Complete,Foxborough,Southeast,Lighting
2055,Franklin,TOWN OF FRANKLIN General PA Project,Complete,Franklin,Central,Custom PA Efficiency
2062,Franklin,TOWN OF FRANKLIN Indoor Lighting,Complete,Franklin,Central,Lighting
3336,Gill,Town of Gill General PA Project,Complete,Gill,Western,Custom PA Efficiency
3337,Gill,Town of Gill General PA Project,Complete,Gill,Western,Custom PA Efficiency
2090,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2091,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2092,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2093,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2094,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2095,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2096,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2097,Grafton,TOWN OF GRAFTON SCHOOLS Indoor Lighting,Complete,Grafton,Central,Lighting
2099,Granby,TOWN OF GRANBY General PA Project,Complete,Granby,Western,Custom PA Efficiency
2098,Granby,TOWN OF GRANBY Indoor Lighting,Complete,Granby,Western,Lighting
2101,Great Barrington,TOWN OF GREAT BARRINGTON HVAC,Complete,Great Barrington,Western,HVAC
2102,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2100,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2106,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2107,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2108,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2109,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2110,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2111,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
2112,Great Barrington,TOWN OF GREAT BARRINGTON Indoor Lighting,Complete,Great Barrington,Western,Lighting
1787,Halifax,TOWN OF HALIFAX Indoor Lighting,Complete,Halifax,Southeast,Lighting
1788,Halifax,TOWN OF HALIFAX Indoor Lighting,Complete,Halifax,Southeast,Lighting
1789,Halifax,TOWN OF HALIFAX Indoor Lighting,Complete,Halifax,Southeast,Lighting
1792,Hanover,TOWN OF HANOVER Indoor Lighting,Complete,Hanover,Southeast,Lighting
1793,Hanson,TOWN OF HANOVER Indoor Lighting,Complete,Hanson,Southeast,Lighting
1794,Hanson,TOWN OF HANOVER Indoor Lighting,Complete,Hanson,Southeast,Lighting
1795,Hanson,TOWN OF HANOVER Indoor Lighting,Complete,Hanson,Southeast,Lighting
1796,Hanson,TOWN OF HANOVER Indoor Lighting,Complete,Hanson,Southeast,Lighting
1797,Hanson,TOWN OF HANOVER Indoor Lighting,Complete,Hanson,Southeast,Lighting
1805,Harvard,TOWN OF HARVARD SCHOOLS General PA Project,Complete,Harvard,Central,Custom PA Efficiency
1809,Harvard,TOWN OF HARVARD SCHOOLS HVAC,Complete,Harvard,Central,HVAC
1810,Harvard,TOWN OF HARVARD SCHOOLS HVAC,Complete,Harvard,Central,HVAC
1798,Harvard,TOWN OF HARVARD SCHOOLS Indoor Lighting,Complete,Harvard,Central,Lighting
1799,Harvard,TOWN OF HARVARD SCHOOLS Indoor Lighting,Complete,Harvard,Central,Lighting
1800,Harvard,TOWN OF HARVARD SCHOOLS Indoor Lighting,Complete,Harvard,Central,Lighting
1806,Harvard,TOWN OF HARVARD SCHOOLS Motors / Drives,Complete,Harvard,Central,Pumps/Motors/Drives
1807,Harvard,TOWN OF HARVARD SCHOOLS Motors / Drives,Complete,Harvard,Central,Pumps/Motors/Drives
1808,Harvard,TOWN OF HARVARD SCHOOLS Motors / Drives,Complete,Harvard,Central,Pumps/Motors/Drives
3154,Harwich,TOWN OF HARWICH General PA Project,Complete,Harwich,Southeast,Custom PA Efficiency
3161,Harwich,TOWN OF HARWICH General PA Project,Complete,Harwich,Southeast,Custom PA Efficiency
3319,Hatfield,Town of Hatfield General PA Project,Complete,Hatfield,Western,Custom PA Efficiency
3320,Hatfield,Town of Hatfield General PA Project,Complete,Hatfield,Western,Custom PA Efficiency
3334,Hatfield,Town of Hatfield General PA Project,Complete,Hatfield,Western,Custom PA Efficiency
3335,Hatfield,Town of Hatfield General PA Project,Complete,Hatfield,Western,Custom PA Efficiency
1834,Holbrook,TOWN OF HOLBROOK Indoor Lighting,Complete,Holbrook,Southeast,Lighting
1835,Holland,TOWN OF HOLLAND Indoor Lighting,Complete,Holland,Western,Lighting
1836,Holland,TOWN OF HOLLAND Indoor Lighting,Complete,Holland,Western,Lighting
2118,Hopedale,TOWN OF HOPEDALE Indoor Lighting,Complete,Hopedale,Central,Lighting
2129,Hubbardston,TOWN OF HUBBARDSTON Indoor Lighting,Complete,Hubbardston,Central,Lighting
2141,Lancaster,TOWN OF LANCASTER Indoor Lighting,Complete,Lancaster,Central,Lighting
2142,Lancaster,TOWN OF LANCASTER Indoor Lighting,Complete,Lancaster,Central,Lighting
2147,Lancaster,TOWN OF LANCASTER Indoor Lighting,Complete,Lancaster,Central,Lighting
2148,Lancaster,TOWN OF LANCASTER Indoor Lighting,Complete,Lancaster,Central,Lighting
2152,Lanesborough,TOWN OF LANESBORO Indoor Lighting,Complete,Lanesborough,Western,Lighting
2191,Lee,TOWN OF LEE Indoor Lighting,Complete,Lee,Western,Lighting
2260,Leicester,TOWN OF LEICESTER Indoor Lighting,Complete,Leicester,Central,Lighting
2261,Leicester,TOWN OF LEICESTER Indoor Lighting,Complete,Leicester,Central,Lighting
2258,Leicester,TOWN OF LEICESTER Indoor Lighting,Complete,Leicester,Central,Lighting
2263,Lenox,TOWN OF LENOX Indoor Lighting,Complete,Lenox,Western,Lighting
2264,Lenox,TOWN OF LENOX Indoor Lighting,Complete,Lenox,Western,Lighting
2266,Lenox,TOWN OF LENOX Indoor Lighting,Complete,Lenox,Western,Lighting
3322,Longmeadow,TOWN OF LONGMEADOW General PA Project,Complete,Longmeadow,Western,Custom PA Efficiency
2294,Longmeadow,TOWN OF LONGMEADOW Indoor Lighting,Complete,Longmeadow,Western,Lighting
2296,Longmeadow,TOWN OF LONGMEADOW Indoor Lighting,Complete,Longmeadow,Western,Lighting
2341,Manchester,TOWN OF MANCHESTER Indoor Lighting,Complete,Manchester,Northeast,Lighting
2334,Manchester,TOWN OF MANCHESTER Indoor Lighting,Complete,Manchester,Northeast,Lighting
2337,Manchester,TOWN OF MANCHESTER SCHOOLS General PA Project,Complete,Manchester,Northeast,Custom PA Efficiency
3293,Mashpee,TOWN OF MASHPEE General PA Project,Complete,Mashpee,Southeast,Custom PA Efficiency
3165,Mashpee,TOWN OF MASHPEE General PA Project,Complete,Mashpee,Southeast,Custom PA Efficiency
3166,Mashpee,TOWN OF MASHPEE General PA Project,Complete,Mashpee,Southeast,Custom PA Efficiency
2366,Mashpee,TOWN OF MASHPEE Indoor Lighting,Complete,Mashpee,Southeast,Lighting
2380,Medfield,TOWN OF MEDFIELD General PA Project,Complete,Medfield,Central,Custom PA Efficiency
2411,Mendon,TOWN OF MENDON Indoor Lighting,Complete,Mendon,Central,Lighting
2412,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2413,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2414,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2415,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2416,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2417,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2418,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2419,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2420,Methuen,TOWN OF METHUEN Indoor Lighting,Complete,Methuen,Northeast,Lighting
2426,Milford,TOWN OF MILFORD Indoor Lighting,Complete,Milford,Central,Lighting
2427,Milford,TOWN OF MILFORD Indoor Lighting,Complete,Milford,Central,Lighting
2116,Hopedale,TOWN OF MILFORD Indoor Lighting,Complete,Hopedale,Central,Lighting
2431,Millbury,TOWN OF MILLBURY SCHOOLS Indoor Lighting,Complete,Millbury,Central,Lighting
2432,Millbury,TOWN OF MILLBURY SCHOOLS Indoor Lighting,Complete,Millbury,Central,Lighting
2434,Millbury,TOWN OF MILLBURY SCHOOLS Indoor Lighting,Complete,Millbury,Central,Lighting
2435,Millbury,TOWN OF MILLBURY SCHOOLS Indoor Lighting,Complete,Millbury,Central,Lighting
2436,Millbury,TOWN OF MILLBURY SCHOOLS Indoor Lighting,Complete,Millbury,Central,Lighting
2437,Millville,TOWN OF MILLVILLE Indoor Lighting,Complete,Millville,Central,Lighting
3366,Milton,TOWN OF MILTON  EXTERIOR LED LIGHTING PROJECT,Complete,Milton,Northeast,Exterior Lighting
2452,Monson,TOWN OF MONSON General PA Project,Complete,Monson,Western,Custom PA Efficiency
3352,Montague,TOWN OF Montague General PA Project,Complete,Montague,Western,Custom PA Efficiency
2453,Monterey,TOWN OF MONTEREY Indoor Lighting,Complete,Monterey,Western,Lighting
2458,Nahant,TOWN OF NAHANT Indoor Lighting,Complete,Nahant,Northeast,Lighting
2467,Nantucket,TOWN OF NANTUCKET General PA Project,Complete,Nantucket,Southeast,Custom PA Efficiency
2469,Nantucket,TOWN OF NANTUCKET General PA Project,Complete,Nantucket,Southeast,Custom PA Efficiency
2465,Nantucket,TOWN OF NANTUCKET HVAC,Complete,Nantucket,Southeast,HVAC
2462,Nantucket,TOWN OF NANTUCKET Indoor Lighting,Complete,Nantucket,Southeast,Lighting
2463,Nantucket,TOWN OF NANTUCKET Indoor Lighting,Complete,Nantucket,Southeast,Lighting
2464,Nantucket,TOWN OF NANTUCKET Indoor Lighting,Complete,Nantucket,Southeast,Lighting
2466,Nantucket,TOWN OF NANTUCKET Motors / Drives,Complete,Nantucket,Southeast,Pumps/Motors/Drives
2494,New Marlborough,TOWN OF NEW MARLBOROUGH Indoor Lighting,Complete,New Marlborough,Western,Lighting
2495,New Marlborough,TOWN OF NEW MARLBOROUGH Indoor Lighting,Complete,New Marlborough,Western,Lighting
2497,Newbury,TOWN OF NEWBURY Indoor Lighting,Complete,Newbury,Northeast,Lighting
2530,North Andover,TOWN OF NORTH ANDOVER Indoor Lighting,Complete,North Andover,Northeast,Lighting
2527,North Andover,TOWN OF NORTH ANDOVER Indoor Lighting,Complete,North Andover,Northeast,Lighting
2528,North Andover,TOWN OF NORTH ANDOVER Indoor Lighting,Complete,North Andover,Northeast,Lighting
2532,North Andover,TOWN OF NORTH ANDOVER Motors / Drives,Complete,North Andover,Northeast,Pumps/Motors/Drives
2533,North Andover,TOWN OF NORTH ANDOVER Motors / Drives,Complete,North Andover,Northeast,Pumps/Motors/Drives
2193,North Andover,TOWN OF NORTH ANDOVER Motors / Drives,Complete,North Andover,Northeast,Pumps/Motors/Drives
2194,North Andover,TOWN OF NORTH ANDOVER Motors / Drives,Complete,North Andover,Northeast,Pumps/Motors/Drives
2203,North Brookfield,TOWN OF NORTH BROOKFIELD Indoor Lighting,Complete,North Brookfield,Central,Lighting
2204,North Brookfield,TOWN OF NORTH BROOKFIELD Indoor Lighting,Complete,North Brookfield,Central,Lighting
2197,North Brookfield,TOWN OF NORTH BROOKFIELD Indoor Lighting,Complete,North Brookfield,Central,Lighting
2198,North Brookfield,TOWN OF NORTH BROOKFIELD Indoor Lighting,Complete,North Brookfield,Central,Lighting
2199,North Brookfield,TOWN OF NORTH BROOKFIELD Indoor Lighting,Complete,North Brookfield,Central,Lighting
2202,North Brookfield,TOWN OF NORTH BROOKFIELD SCHOOLS HVAC,Complete,North Brookfield,Central,HVAC
2201,North Brookfield,TOWN OF NORTH BROOKFIELD SCHOOLS Indoor Lighting,Complete,North Brookfield,Central,Lighting
2219,Northbridge,TOWN OF NORTHBRIDGE Indoor Lighting,Complete,Northbridge,Central,Lighting
2220,Northbridge,TOWN OF NORTHBRIDGE Indoor Lighting,Complete,Northbridge,Central,Lighting
2225,Norton,TOWN OF NORTON General PA Project,Complete,Norton,Southeast,Custom PA Efficiency
3167,Oak Bluffs,TOWN OF OAK BLUFFS General PA Project,Complete,Oak Bluffs,Southeast,Custom PA Efficiency
3168,Oak Bluffs,TOWN OF OAK BLUFFS General PA Project,Complete,Oak Bluffs,Southeast,Custom PA Efficiency
2231,Oak Bluffs,TOWN OF OAK BLUFFS Indoor Lighting,Complete,Oak Bluffs,Southeast,Lighting
2234,Oak Bluffs,TOWN OF OAK BLUFFS Operations,Complete,Oak Bluffs,Southeast,Operations
2238,Orange,TOWN OF ORANGE Indoor Lighting,Complete,Orange,Western,Lighting
2239,Orange,TOWN OF ORANGE Indoor Lighting,Complete,Orange,Western,Lighting
2240,Orange,TOWN OF ORANGE Indoor Lighting,Complete,Orange,Western,Lighting
2241,Orange,TOWN OF ORANGE Indoor Lighting,Complete,Orange,Western,Lighting
3169,Orleans,Town of Orleans General PA Project,Complete,Orleans,Southeast,Custom PA Efficiency
2252,Oxford,TOWN OF OXFORD HVAC,Complete,Oxford,Central,HVAC
2251,Oxford,TOWN OF OXFORD Indoor Lighting,Complete,Oxford,Central,Lighting
2254,Oxford,TOWN OF OXFORD Indoor Lighting,Complete,Oxford,Central,Lighting
2253,Oxford,TOWN OF OXFORD Motors / Drives,Complete,Oxford,Central,Pumps/Motors/Drives
2534,Oxford,TOWN OF OXFORD Motors / Drives,Complete,Oxford,Central,Pumps/Motors/Drives
2536,Pembroke,TOWN OF PEMBROKE Indoor Lighting,Complete,Pembroke,Southeast,Lighting
2540,Petersham,TOWN OF PETERSHAM Indoor Lighting,Complete,Petersham,Western,Lighting
2541,Petersham,TOWN OF PETERSHAM Indoor Lighting,Complete,Petersham,Western,Lighting
2544,Phillipston,TOWN OF PHILLIPSTON Indoor Lighting,Complete,Phillipston,Central,Lighting
2617,Plainville,TOWN OF PLAINVILLE Indoor Lighting,Complete,Plainville,Southeast,Lighting
3171,Provincetown,Town of Provincetown General PA Project,Complete,Provincetown,Southeast,Custom PA Efficiency
3172,Provincetown,Town of Provincetown General PA Project,Complete,Provincetown,Southeast,Custom PA Efficiency
2658,Provincetown,TOWN OF PROVINCETOWN HVAC,Complete,Provincetown,Southeast,HVAC
